model,Pi_B,seed_index,seed,K,R,Phi
M2p_HMM,0.4,4,2040004,0.8648907445939605,1.4696663128127645,5.429687500000002e-05
M2p_HMM,0.4,5,2040005,0.8817482519417867,1.4894633195238292,5.3125000000000004e-05
M2p_HMM,0.4,6,2040006,0.8717251756556988,1.4722627442364584,2.9296875000000006e-05
M2p_HMM,0.4,7,2040007,0.8727872162907289,1.463605597521826,5.3125000000000004e-05
M2p_HMM,0.4,8,2040008,0.8675979585274519,1.4723233829138898,2.9296875000000016e-05
M2p_HMM,0.4,9,2040009,0.8739444473499401,1.4844416883461606,5.4687500000000015e-05
M2p_HMM,0.4,10,2040010,0.8646789910521974,1.4653505788490797,8.554687500000002e-05
M2p_HMM,0.4,11,2040011,0.873562384012353,1.4724388477850843,8.437500000000003e-05
M2p_HMM,0.4,12,2040012,0.878277806195493,1.4605042565887607,4.8437500000000005e-05
M2p_HMM,0.4,13,2040013,0.8695765436073069,1.4781809407624407,1.9921875000000005e-05
M2p_HMM,0.4,14,2040014,0.8748181695799264,1.4549139712630397,3.2812500000000005e-05
M2p_HMM,0.4,15,2040015,0.87609606672327,1.4680058813574282,5.1171875000000016e-05
M2p_HMM,0.4,16,2040016,0.8762434952896798,1.477792204753617,5.429687500000002e-05
M2p_HMM,0.4,17,2040017,0.871377756188799,1.4822558359370501,6.406250000000002e-05
M2p_HMM,0.4,18,2040018,0.8743644517040532,1.4701660080119825,1.9921875000000005e-05
M2p_HMM,0.4,19,2040019,0.8756041455521937,1.4743578531893509,3.75e-05
M2p_HMM,0.5,0,2050000,0.880561842915263,1.5655323462444013,1.9921875000000005e-05
M2p_HMM,0.5,1,2050001,0.8760989716580649,1.576336853515136,3.5546875e-05
M2p_HMM,0.5,2,2050002,0.8720248691303556,1.5911667334655724,6.679687499999999e-05
M2p_HMM,0.5,3,2050003,0.8706533066417139,1.5741395589601745,0.000146875
M2p_HMM,0.5,4,2050004,0.8803908023088942,1.5588954745120556,7.031250000000002e-05
M2p_HMM,0.5,5,2050005,0.8759917945698004,1.5827958235732218,5.312500000000002e-05
M2p_HMM,0.5,6,2050006,0.8741673612634221,1.5826852982098003,8.437500000000003e-05
M2p_HMM,0.5,7,2050007,0.8790274671306662,1.5793287774126983,8.242187500000002e-05
M2p_HMM,0.5,8,2050008,0.8747176150198064,1.5768639553010835,4.843750000000001e-05
M2p_HMM,0.5,9,2050009,0.8692743888756136,1.5876222733987035,5.1171875e-05
M2p_HMM,0.5,10,2050010,0.8709855655622273,1.5854556203817247,0.000101171875
M2p_HMM,0.5,11,2050011,0.8669904182426117,1.5643234447135783,1.9921875000000005e-05
M2p_HMM,0.5,12,2050012,0.8686005361770656,1.5754516837085168,3.28125e-05
M2p_HMM,0.5,13,2050013,0.864929196018355,1.5661520992733537,6.406250000000002e-05
M2p_HMM,0.5,14,2050014,0.8762049846695489,1.564244136474369,1.9921875000000005e-05
M2p_HMM,0.5,15,2050015,0.8776765559466501,1.5567035285196584,1.40625e-05
M2p_HMM,0.5,16,2050016,0.8730899631757681,1.5837690984878445,5.429687500000002e-05
M2p_HMM,0.5,17,2050017,0.8782994385999734,1.5556035662721435,5.312500000000002e-05
M2p_HMM,0.5,18,2050018,0.8690992450911847,1.5628232316779214,3.28125e-05
M2p_HMM,0.5,19,2050019,0.8835213594370588,1.5829447869630866,3.8671875e-05
M2p_HMM,0.6000000000000001,0,2060000,0.8736755265507027,1.683321962711597,0.00010000000000000002
M2p_HMM,0.6000000000000001,1,2060001,0.8729334467038434,1.6991592498742822,0.000144921875
M2p_HMM,0.6000000000000001,2,2060002,0.8758424939338274,1.6887578349777126,5.3125000000000004e-05
M2p_HMM,0.6000000000000001,3,2060003,0.8723557637718065,1.6656453931743027,0.00010000000000000002
M2p_HMM,0.6000000000000001,4,2060004,0.8782652453634002,1.6897194050714455,0.00011679687500000001
M2p_HMM,0.6000000000000001,5,2060005,0.8757330018205897,1.683553797395557,0.00010000000000000002
M2p_HMM,0.6000000000000001,6,2060006,0.8650055772950924,1.7153533437838855,5.1171875000000016e-05
M2p_HMM,0.6000000000000001,7,2060007,0.868969220199423,1.6812491675702192,5.312500000000002e-05
M2p_HMM,0.6000000000000001,8,2060008,0.8902096394559876,1.7008278563320276,7.031250000000002e-05
M2p_HMM,0.6000000000000001,9,2060009,0.8750253884653133,1.696129552261724,2.5e-05
M2p_HMM,0.6000000000000001,10,2060010,0.8733148140687744,1.7052079502610038,3.7500000000000003e-05
M2p_HMM,0.6000000000000001,11,2060011,0.875625696566674,1.6973065861264822,2.9296875000000006e-05
M2p_HMM,0.6000000000000001,12,2060012,0.885601827600366,1.6845551224775277,0.000116796875
M2p_HMM,0.6000000000000001,13,2060013,0.8809245609424459,1.7102819825981914,0.00018593749999999996
M2p_HMM,0.6000000000000001,14,2060014,0.8712656021827934,1.68639320180592,8.593750000000002e-05
M2p_HMM,0.6000000000000001,15,2060015,0.8808087101268972,1.715615334931286,8.554687500000002e-05
M2p_HMM,0.6000000000000001,16,2060016,0.864420442014285,1.6928113588249187,5.4296875000000004e-05
M2p_HMM,0.6000000000000001,17,2060017,0.8704223516184645,1.6915140156290296,0.0001
M2p_HMM,0.6000000000000001,18,2060018,0.8796256181007542,1.7090536607461222,6.875e-05
M2p_HMM,0.6000000000000001,19,2060019,0.8804412963162046,1.6853579765216051,5.429687500000002e-05
M2p_HMM,0.7000000000000001,0,2070000,0.8687215891818549,1.8077363595484084,0.00011367187500000002
M2p_HMM,0.7000000000000001,1,2070001,0.8679206279108309,1.7897311797539133,8.750000000000001e-05
M2p_HMM,0.7000000000000001,2,2070002,0.8747824029958824,1.789286403893944,0.000101171875
M2p_HMM,0.7000000000000001,3,2070003,0.8755301331140181,1.7980753007390367,5.468750000000001e-05
M2p_HMM,0.7000000000000001,4,2070004,0.877350544224965,1.7989110608118208,0.0001265625
M2p_HMM,0.7000000000000001,5,2070005,0.8707734299790486,1.804680007217346,0.00017929687500000004
M2p_HMM,0.7000000000000001,6,2070006,0.8786021253827319,1.8092684387527094,0.00012929687500000002
M2p_HMM,0.7000000000000001,7,2070007,0.8736478895225968,1.8250535774019074,9.804687500000002e-05
M2p_HMM,0.7000000000000001,8,2070008,0.8711258039890617,1.8175465343958717,6.992187500000002e-05
M2p_HMM,0.7000000000000001,9,2070009,0.8705036704839939,1.80213726840868,0.00010156250000000001
M2p_HMM,0.7000000000000001,10,2070010,0.8681072261940175,1.7777676532975593,0.0001265625
M2p_HMM,0.7000000000000001,11,2070011,0.8841492582851455,1.8460641654683592,0.00011093750000000003
M2p_HMM,0.7000000000000001,12,2070012,0.8680835759172429,1.8034096596940417,0.00013437500000000003
M2p_HMM,0.7000000000000001,13,2070013,0.8721856919079369,1.829817048318781,8.593750000000002e-05
M2p_HMM,0.7000000000000001,14,2070014,0.8793049982795139,1.7856985716632798,6.875000000000003e-05
M2p_HMM,0.7000000000000001,15,2070015,0.8682302944460395,1.7945694623502317,6.875000000000003e-05
M2p_HMM,0.7000000000000001,16,2070016,0.8780947335271657,1.8260360405480927,5.4687500000000015e-05
M2p_HMM,0.7000000000000001,17,2070017,0.8785823121209055,1.8092509143250723,4.492187500000001e-05
M2p_HMM,0.7000000000000001,18,2070018,0.8837168509481659,1.7869604932522836,0.00011562500000000002
M2p_HMM,0.7000000000000001,19,2070019,0.8607329779584836,1.8218392490488835,3.2812500000000005e-05
M2p_HMM,0.8,0,2080000,0.8699005811216566,1.934301059222254,7.617187500000001e-05
M2p_HMM,0.8,1,2080001,0.8752247547450388,1.977131035096828,0.00019687500000000006
M2p_HMM,0.8,2,2080002,0.8679006460934813,1.8987446667941341,0.00011562499999999999
M2p_HMM,0.8,3,2080003,0.8767203832289128,1.896161051687725,0.00013867187499999996
M2p_HMM,0.8,4,2080004,0.8765145687315351,1.9295785254931825,0.000132421875
M2p_HMM,0.8,5,2080005,0.8726341968348702,1.927108340559906,9.531249999999999e-05
M2p_HMM,0.8,6,2080006,0.8718113767036365,1.9581606226791282,5.312500000000002e-05
M2p_HMM,0.8,7,2080007,0.8813500251471749,1.8849790928990877,0.00015781250000000005
M2p_HMM,0.8,8,2080008,0.8692463162228465,1.9065019165964956,0.00010312500000000005
M2p_HMM,0.8,9,2080009,0.8762173194296906,1.9173835044664387,6.875000000000003e-05
M2p_HMM,0.8,10,2080010,0.8758495112610204,1.923247048311859,0.00011679687500000001
M2p_HMM,0.8,11,2080011,0.8659739923982059,1.9379148432285551,0.00013437499999999997
M2p_HMM,0.8,12,2080012,0.8753137279303596,1.9148251450034544,0.000132421875
M2p_HMM,0.8,13,2080013,0.8805964424048738,1.9436649572006999,6.992187500000002e-05
M2p_HMM,0.8,14,2080014,0.8744421857032121,1.905264961841849,0.00011367187500000002
M2p_HMM,0.8,15,2080015,0.8782338700866295,1.913135526856951,0.00011679687500000001
M2p_HMM,0.8,16,2080016,0.8704204257187507,1.8992076396911186,0.000132421875
M2p_HMM,0.8,17,2080017,0.8819045535439354,1.9428318588925233,6.406250000000002e-05
M2p_HMM,0.8,18,2080018,0.8657255210192237,1.913357171462999,0.00010000000000000002
M2p_HMM,0.8,19,2080019,0.8754148493612827,1.9430505016235995,0.000194921875
M2p_HMM,0.9,0,2090000,0.8792198832667033,2.032956116364173,0.00023867187499999995
M2p_HMM,0.9,1,2090001,0.8773357668157143,2.0475766502410844,0.00017617187500000003
M2p_HMM,0.9,2,2090002,0.8788170814202151,2.0277595550857765,0.00010742187500000001
M2p_HMM,0.9,3,2090003,0.8788528063472524,2.061209960649462,0.000132421875
M2p_HMM,0.9,4,2090004,0.8756919080247104,2.050861124490014,0.00011093749999999999
M2p_HMM,0.9,5,2090005,0.8767366189908324,2.0754546772661913,0.00011679687500000001
M2p_HMM,0.9,6,2090006,0.873296793892882,2.038668917108252,9.218750000000001e-05
M2p_HMM,0.9,7,2090007,0.8794464805034907,2.0219470413138367,0.000148046875
M2p_HMM,0.9,8,2090008,0.880319286188993,2.0618037582721103,0.00011093750000000003
M2p_HMM,0.9,9,2090009,0.880110285920646,2.0102516279228992,0.0001
M2p_HMM,0.9,10,2090010,0.8838970833966359,2.046609148250874,0.00010000000000000002
M2p_HMM,0.9,11,2090011,0.8801558718411542,2.0091373900867118,0.00010937500000000003
M2p_HMM,0.9,12,2090012,0.8860745646694946,2.0544549153512985,0.00015468749999999996
M2p_HMM,0.9,13,2090013,0.88222372122522,2.0732391603931033,9.179687500000001e-05
M2p_HMM,0.9,14,2090014,0.8702878885103531,2.028802337310803,0.0001
M2p_HMM,0.9,15,2090015,0.8783287542838123,2.012489543979049,0.00012343749999999998
M2p_HMM,0.9,16,2090016,0.8741988334207262,1.9914715512031274,9.1796875e-05
M2p_HMM,0.9,17,2090017,0.8746206225467819,2.0024274794123147,0.00017031249999999997
M2p_HMM,0.9,18,2090018,0.8759528917511401,2.025993247498893,5.117187500000002e-05
M2p_HMM,0.9,19,2090019,0.874311306430694,2.0628594236490034,0.00011875000000000007
M4_CTRW,0.1,0,3010000,0.993531671472377,1.136464820733897,5.277777777777777e-07
M4_CTRW,0.1,1,3010001,0.9990865465384626,1.1917137776627535,2.111111111111111e-06
M4_CTRW,0.1,2,3010002,0.9984316462812837,1.0470378557135278,1.0000000000000002e-06
M4_CTRW,0.1,3,3010003,0.9967946689354104,1.204694826103091,1.0000000000000002e-06
M4_CTRW,0.1,4,3010004,1.0026701271846417,1.1121354391949279,0.0
M4_CTRW,0.1,5,3010005,0.999749913295655,1.0683149527183,2.111111111111111e-06
M4_CTRW,0.1,6,3010006,1.0022388104238433,1.1068098627996792,5.277777777777777e-07
M4_CTRW,0.1,7,3010007,0.9997606811592571,1.1072435127852676,4.750000000000001e-06
M4_CTRW,0.1,8,3010008,1.0016737097481379,1.0501323698402618,5.277777777777777e-07
M4_CTRW,0.1,9,3010009,1.0004678311558703,1.0193630629118828,5.277777777777777e-07
M4_CTRW,0.1,10,3010010,0.9956724199492591,1.0808156431201064,2.111111111111111e-06
M4_CTRW,0.1,11,3010011,1.000427581055478,1.0367371227072624,1.4166666666666665e-06
M4_CTRW,0.1,12,3010012,1.0012735230349494,1.1902501291615613,0.0
M4_CTRW,0.1,13,3010013,1.0019760209514517,1.0190493542037409,5.277777777777777e-07
M4_CTRW,0.1,14,3010014,0.9997204556975695,1.0208762821331883,5.277777777777777e-07
M4_CTRW,0.1,15,3010015,1.0027530819678256,1.084359046996063,0.0
M4_CTRW,0.1,16,3010016,1.0038000331170083,1.4157866092302418,5.277777777777777e-07
M4_CTRW,0.1,17,3010017,0.9978859693128134,1.073351859918337,1.0000000000000002e-06
M4_CTRW,0.1,18,3010018,0.996282138329796,1.2408635853151837,5.277777777777777e-07
M4_CTRW,0.1,19,3010019,0.999856949455609,1.2048189051724525,5.277777777777777e-07
M4_CTRW,0.2,0,3020000,1.0023576508314638,1.2773157649386386,2.111111111111111e-06
M4_CTRW,0.2,1,3020001,1.0001427666774916,1.1743564376725177,1.0000000000000002e-06
M4_CTRW,0.2,2,3020002,1.0034981413316846,1.8692630876857526,1.0000000000000002e-06
M4_CTRW,0.2,3,3020003,1.0016006759592502,2.111993926542673,0.0
M4_CTRW,0.2,4,3020004,0.999989361392522,1.3661114501771545,1.4166666666666665e-06
M4_CTRW,0.2,5,3020005,0.9984203194719816,1.1046500134860289,1.0000000000000002e-06
M4_CTRW,0.2,6,3020006,0.9979323951683972,1.6350888617597283,1.4166666666666665e-06
M4_CTRW,0.2,7,3020007,1.0019313786459116,1.9808723804928023,2.88888888888889e-06
M4_CTRW,0.2,8,3020008,0.9982911942744701,4.33238194346536,1.0000000000000002e-06
M4_CTRW,0.2,9,3020009,0.9974817199918313,1.155879907588509,1.0000000000000002e-06
M4_CTRW,0.2,10,3020010,1.0007907665085312,1.0387616691964086,2.527777777777778e-06
M4_CTRW,0.2,11,3020011,1.0049831711245756,1.3309709845789788,2.5277777777777778e-06
M4_CTRW,0.2,12,3020012,0.9997007987685232,1.3867451817375285,1.0000000000000002e-06
M4_CTRW,0.2,13,3020013,0.9949318600364181,1.0678166087360166,2.111111111111111e-06
M4_CTRW,0.2,14,3020014,1.0012558834749177,1.2790170227629054,6.527777777777778e-06
M4_CTRW,0.2,15,3020015,0.9998550759848008,1.2371549220863964,2.527777777777778e-06
M4_CTRW,0.2,16,3020016,0.9997922896544944,1.287937605526075,0.0
M4_CTRW,0.2,17,3020017,0.9969232808542403,1.4156985971520284,5.277777777777777e-07
M4_CTRW,0.2,18,3020018,0.9986100033222429,1.2804697119891089,2.111111111111111e-06
M4_CTRW,0.2,19,3020019,1.0051340136812033,1.3549901640425044,8.444444444444444e-06
M4_CTRW,0.30000000000000004,0,3030000,0.9972446547696566,1.3430397021009766,1.4166666666666665e-06
M4_CTRW,0.30000000000000004,1,3030001,0.9985462768739686,1.4489534030783817,4.750000000000001e-06
M4_CTRW,0.30000000000000004,2,3030002,0.998011910569602,1.2983133705445506,3.1944444444444447e-06
M4_CTRW,0.30000000000000004,3,3030003,1.0028278951542482,1.2400489983099354,4.555555555555555e-06
M4_CTRW,0.30000000000000004,4,3030004,1.0040949484728057,1.707383747385507,2.88888888888889e-06
M4_CTRW,0.30000000000000004,5,3030005,0.9980946332491989,1.5941600961272178,1.0000000000000002e-06
M4_CTRW,0.30000000000000004,6,3030006,1.0036276310179217,1.4712079779736245,6.777777777777779e-06
M4_CTRW,0.30000000000000004,7,3030007,1.0007093980719128,1.3586269357866405,2.111111111111111e-06
M4_CTRW,0.30000000000000004,8,3030008,1.0048954748312058,4.665601210543818,8.444444444444444e-06
M4_CTRW,0.30000000000000004,9,3030009,0.9999459934916152,1.980199203901339,1.0000000000000002e-06
M4_CTRW,0.30000000000000004,10,3030010,0.9993746038290496,1.5111066102499584,2.527777777777778e-06
M4_CTRW,0.30000000000000004,11,3030011,1.001248672075158,1.3942975668898252,1.7777777777777786e-06
M4_CTRW,0.30000000000000004,12,3030012,0.9991303796486,1.2460959982099635,2.111111111111111e-06
M4_CTRW,0.30000000000000004,13,3030013,1.0016053796223712,1.8507527553445953,1.0000000000000002e-06
M4_CTRW,0.30000000000000004,14,3030014,0.9982061482446425,1.3098771089363852,5.277777777777777e-07
M4_CTRW,0.30000000000000004,15,3030015,1.000461288009094,2.0579341912286364,6.527777777777778e-06
M4_CTRW,0.30000000000000004,16,3030016,1.0036185110205762,1.291318021627482,5.277777777777777e-07
M4_CTRW,0.30000000000000004,17,3030017,1.0033855065457487,1.6161990529075476,4.305555555555555e-06
M4_CTRW,0.30000000000000004,18,3030018,1.001122570506113,1.2670059777277034,5.277777777777777e-07
M4_CTRW,0.30000000000000004,19,3030019,0.9940140135802309,1.2789583169310463,4.750000000000001e-06
M4_CTRW,0.4,0,3040000,0.9987047616340392,1.630702254684368,8.444444444444444e-06
M4_CTRW,0.4,1,3040001,0.9976689064242977,1.7735315350995073,3.1944444444444443e-06
M4_CTRW,0.4,2,3040002,1.0011725954029653,2.012565850353,1.0305555555555554e-05
M4_CTRW,0.4,3,3040003,1.0038591179700296,1.5026551863274171,1.7777777777777786e-06
M4_CTRW,0.4,4,3040004,0.9998360867429346,1.744030278887062,5.666666666666666e-06
M4_CTRW,0.4,5,3040005,1.000913387717508,1.9693124201611396,5.416666666666666e-06
M4_CTRW,0.4,6,3040006,0.9993767838231585,1.4639137920368472,1.0000000000000002e-06
M4_CTRW,0.4,7,3040007,1.0017962506466107,1.7018573683700198,2.527777777777778e-06
M4_CTRW,0.4,8,3040008,0.9967385593347643,1.4185617215137072,2.88888888888889e-06
M4_CTRW,0.4,9,3040009,1.0018418102208133,2.360193798749015,2.88888888888889e-06
M4_CTRW,0.4,10,3040010,0.9989700015914118,1.5935414523861848,2.111111111111111e-06
M4_CTRW,0.4,11,3040011,1.0007131422588347,1.9122876993235463,6.527777777777778e-06
M4_CTRW,0.4,12,3040012,0.9989528050144931,1.5927666013959043,2.111111111111111e-06
M4_CTRW,0.4,13,3040013,1.0002446850079938,1.5429352327824375,1.3444444444444447e-05
M4_CTRW,0.4,14,3040014,1.0015669452854339,2.216369630943574,5.111111111111113e-06
M4_CTRW,0.4,15,3040015,0.9985057599221132,1.919669895898953,0.0
M4_CTRW,0.4,16,3040016,1.0079969775697024,1.621632318671387,3.1944444444444447e-06
M4_CTRW,0.4,17,3040017,0.995873790502295,1.322918035353544,5.277777777777777e-07
M4_CTRW,0.4,18,3040018,1.0000425896518497,1.4069981068140898,1.0000000000000002e-06
M4_CTRW,0.4,19,3040019,0.9970009377829963,1.4276595567192039,1.0444444444444449e-05
M4_CTRW,0.5,0,3050000,0.995639930037465,1.6176439178190847,8.750000000000001e-06
M4_CTRW,0.5,1,3050001,0.9991709251903957,1.6139122793570677,1.7777777777777786e-06
M4_CTRW,0.5,2,3050002,0.9965206445473986,1.8216509616744412,5.277777777777777e-07
M4_CTRW,0.5,3,3050003,1.0024320002145248,1.8168877732520388,9.333333333333336e-06
M4_CTRW,0.5,4,3050004,0.9988856744529555,1.639995554690351,2.527777777777778e-06
M4_CTRW,0.5,5,3050005,0.9986306692137296,1.6228671048447603,0.0
M4_CTRW,0.5,6,3050006,0.9978899974891531,1.760121769097888,1.4888888888888892e-05
M4_CTRW,0.5,7,3050007,1.002505804074409,1.8817310220843704,1.3444444444444447e-05
M4_CTRW,0.5,8,3050008,0.9993790546427475,1.715898716686402,3.1944444444444443e-06
M4_CTRW,0.5,9,3050009,1.0022436915251258,2.5591982844825405,2.527777777777778e-06
M4_CTRW,0.5,10,3050010,0.9974110120809325,1.6467466177918568,3.444444444444444e-06
M4_CTRW,0.5,11,3050011,0.9993242738879352,1.9429161773873784,5.666666666666667e-06
M4_CTRW,0.5,12,3050012,1.0039093034147837,1.6239853860915405,4.000000000000001e-06
M4_CTRW,0.5,13,3050013,0.9968823809913996,1.8295100338416566,2.88888888888889e-06
M4_CTRW,0.5,14,3050014,1.000922827241114,2.133856291581909,5.277777777777777e-07
M4_CTRW,0.5,15,3050015,0.9977162425132615,1.8841418155616392,1.4166666666666665e-06
M4_CTRW,0.5,16,3050016,1.0007401617482972,1.5271232849778644,1.4166666666666665e-06
M4_CTRW,0.5,17,3050017,1.0045649552173663,1.8949610987123426,5.111111111111113e-06
M4_CTRW,0.5,18,3050018,0.9996861159779529,3.6813146893278215,8.750000000000001e-06
M4_CTRW,0.5,19,3050019,0.9999431163750275,1.898667147573382,1.2749999999999995e-05
M4_CTRW,0.6000000000000001,0,3060000,1.0013261338940231,2.372562019715916,1.0000000000000002e-06
M4_CTRW,0.6000000000000001,1,3060001,0.996018792556951,1.9533793345754897,9.000000000000002e-06
M4_CTRW,0.6000000000000001,2,3060002,1.0033442286507337,2.108329813182013,2.88888888888889e-06
M4_CTRW,0.6000000000000001,3,3060003,0.9999595513647818,2.7768960011227226,1.4166666666666665e-06
M4_CTRW,0.6000000000000001,4,3060004,0.9979474922995087,2.8235086977323713,8.444444444444444e-06
M4_CTRW,0.6000000000000001,5,3060005,0.9986843977363554,2.2376426269208194,2.527777777777778e-06
M4_CTRW,0.6000000000000001,6,3060006,0.9976781359512382,2.5150137741024943,1.0000000000000002e-06
M4_CTRW,0.6000000000000001,7,3060007,0.9974037433542847,2.0454885038840938,8.75e-06
M4_CTRW,0.6000000000000001,8,3060008,1.00324960861803,2.66213230686522,1.3444444444444447e-05
M4_CTRW,0.6000000000000001,9,3060009,1.0014782946174599,2.0489954432961897,6.777777777777779e-06
M4_CTRW,0.6000000000000001,10,3060010,0.9987701467274012,1.652925173038187,8.75e-06
M4_CTRW,0.6000000000000001,11,3060011,1.0020434082501977,6.960967029691616,5.111111111111113e-06
M4_CTRW,0.6000000000000001,12,3060012,0.999756690205327,2.262727957340939,4.555555555555555e-06
M4_CTRW,0.6000000000000001,13,3060013,0.9983020937588201,1.7521514627507435,3.444444444444444e-06
M4_CTRW,0.6000000000000001,14,3060014,0.9980931959021598,2.1462562509240772,5.277777777777777e-07
M4_CTRW,0.6000000000000001,15,3060015,1.0012442980587866,2.1158763744312794,1.4166666666666665e-06
M4_CTRW,0.6000000000000001,16,3060016,1.0005477752625649,6.5991808776808725,6.777777777777779e-06
M4_CTRW,0.6000000000000001,17,3060017,1.0003923606381049,2.5799744986554454,3.1944444444444447e-06
M4_CTRW,0.6000000000000001,18,3060018,1.0060540478135334,1.8693659238551292,3.444444444444444e-06
M4_CTRW,0.6000000000000001,19,3060019,0.9989647520050646,2.964044377747529,5.666666666666667e-06
