model,Pi_B,seed_index,seed,K,R,Phi
M4_CTRW,0.7000000000000001,0,3070000,0.9997081109541657,2.798490516963693,1.3194444444444446e-05
M4_CTRW,0.7000000000000001,1,3070001,1.0009048535363845,2.699021284229202,2.0555555555555555e-05
M4_CTRW,0.7000000000000001,2,3070002,1.0022811169458128,2.8958402825882583,9.416666666666666e-06
M4_CTRW,0.7000000000000001,3,3070003,0.9975882992379594,3.108964722895519,3.6388888888888877e-06
M4_CTRW,0.7000000000000001,4,3070004,0.9983191897477832,1.994802724037133,2.5277777777777778e-06
M4_CTRW,0.7000000000000001,5,3070005,0.9958089089295622,2.815371856356879,9.194444444444444e-06
M4_CTRW,0.7000000000000001,6,3070006,1.0051191987555024,2.489431812491204,3.1944444444444447e-06
M4_CTRW,0.7000000000000001,7,3070007,1.0028028704193162,2.5649264862752363,2.88888888888889e-06
M4_CTRW,0.7000000000000001,8,3070008,1.0036398874296066,2.334871406671711,1.0305555555555554e-05
M4_CTRW,0.7000000000000001,9,3070009,0.9979379633932035,2.67603196584397,1.941666666666666e-05
M4_CTRW,0.7000000000000001,10,3070010,1.0014526833277841,3.259501788634458,7.194444444444445e-06
M4_CTRW,0.7000000000000001,11,3070011,1.002153916891111,2.584168446008304,6e-06
M4_CTRW,0.7000000000000001,12,3070012,0.9991570753353471,5.567860584370331,6.972222222222221e-06
M4_CTRW,0.7000000000000001,13,3070013,1.000941541285844,2.3946984223132692,1.3861111111111107e-05
M4_CTRW,0.7000000000000001,14,3070014,0.9987386390472306,3.630562631303546,1.6e-05
M4_CTRW,0.7000000000000001,15,3070015,0.9989305757877527,2.7407184112760063,1.0305555555555556e-05
M4_CTRW,0.7000000000000001,16,3070016,1.0068802042980132,2.789424420630088,7.222222222222225e-06
M4_CTRW,0.7000000000000001,17,3070017,0.9998078101665216,2.4032167022359454,1.4166666666666665e-06
M4_CTRW,0.7000000000000001,18,3070018,1.0001777787319557,2.6802927413177455,6.972222222222221e-06
M4_CTRW,0.7000000000000001,19,3070019,1.0028186188359836,2.3481566822108437,1.4999999999999995e-05
M4_CTRW,0.8,0,3080000,1.0039084517157664,3.965418005178496,2.055555555555555e-05
M4_CTRW,0.8,1,3080001,0.9978041342401484,3.052570439055303,1.163888888888889e-05
M4_CTRW,0.8,2,3080002,0.9988036514688301,2.66726793476699,1.0111111111111113e-05
M4_CTRW,0.8,3,3080003,1.001409435488811,3.0994410593363355,1.5861111111111105e-05
M4_CTRW,0.8,4,3080004,0.9971817174623747,2.563408782341934,9.333333333333336e-06
M4_CTRW,0.8,5,3080005,1.0021393010465167,6.719056050440948,9.194444444444445e-06
M4_CTRW,0.8,6,3080006,1.0004288005683413,3.046084103539621,1.4972222222222218e-05
M4_CTRW,0.8,7,3080007,1.005702793851797,2.6818375081629324,1.0527777777777777e-05
M4_CTRW,0.8,8,3080008,0.9999498771811032,2.8869959111263324,1.052777777777778e-05
M4_CTRW,0.8,9,3080009,0.9976396505231047,3.2489278452212114,1.6083333333333332e-05
M4_CTRW,0.8,10,3080010,0.9979992371977291,2.832382185976904,1.386111111111111e-05
M4_CTRW,0.8,11,3080011,0.9958404698228932,2.7309281792298603,7.111111111111114e-06
M4_CTRW,0.8,12,3080012,0.9989958039907803,3.50237372229263,1.6e-05
M4_CTRW,0.8,13,3080013,1.001545354866889,3.753920077329681,1.2777777777777777e-05
M4_CTRW,0.8,14,3080014,1.0011082559698017,2.5055856249287567,1.4972222222222215e-05
M4_CTRW,0.8,15,3080015,1.0040726288594608,2.3113438776466007,4.888888888888889e-06
M4_CTRW,0.8,16,3080016,0.9998482048919687,3.0224884536008982,2.527777777777778e-06
M4_CTRW,0.8,17,3080017,0.998730904199367,6.718801300320216,1.0444444444444449e-05
M4_CTRW,0.8,18,3080018,1.0049800757146687,6.984052185707681,4.305555555555555e-06
M4_CTRW,0.8,19,3080019,0.9964830517842265,5.203464200987197,2.497222222222222e-05
M4_CTRW,0.9,0,3090000,0.9990297829082443,3.1658117013104627,1.9416666666666656e-05
M4_CTRW,0.9,1,3090001,0.9983525442722166,3.4657385245817895,7.111111111111114e-06
M4_CTRW,0.9,2,3090002,1.0013602834892574,3.3158984773086995,2.275e-05
M4_CTRW,0.9,3,3090003,1.001954582514415,3.860453195486136,1.933333333333333e-05
M4_CTRW,0.9,4,3090004,1.0055731188682575,5.313498477882737,2.5861111111111104e-05
M4_CTRW,0.9,5,3090005,1.0039766494328244,3.8105137702148553,1.163888888888889e-05
M4_CTRW,0.9,6,3090006,0.9986773532981916,5.033853699893597,9.333333333333336e-06
M4_CTRW,0.9,7,3090007,0.9984486402492876,2.7502839884216987,4.555555555555555e-06
M4_CTRW,0.9,8,3090008,0.998881988204545,3.2416762409659405,2.3444444444444444e-05
M4_CTRW,0.9,9,3090009,1.0068922038904955,4.527027100322553,1.0305555555555554e-05
M4_CTRW,0.9,10,3090010,1.0027323645207868,3.561056131710618,1.052777777777778e-05
M4_CTRW,0.9,11,3090011,0.9970835180415186,3.6990735296638437,2.88888888888889e-06
M4_CTRW,0.9,12,3090012,0.9987098352129969,6.9738164455416936,4.305555555555555e-06
M4_CTRW,0.9,13,3090013,0.9956825455177007,4.416834223909151,7.194444444444445e-06
M4_CTRW,0.9,14,3090014,0.9992900415342548,4.630786322519122,2.0305555555555552e-05
M4_CTRW,0.9,15,3090015,1.0054151920800627,4.5790841171951095,1.0527777777777778e-05
M4_CTRW,0.9,16,3090016,0.9979488776196683,3.6412832449282186,1.4888888888888892e-05
M4_CTRW,0.9,17,3090017,1.0006184510049747,3.1400581680996194,2.3638888888888886e-05
M4_CTRW,0.9,18,3090018,1.001780463541552,3.0193626269237788,3.0305555555555548e-05
M4_CTRW,0.9,19,3090019,1.0005661429238706,5.013768551101756,7.111111111111114e-06
M5_AR1,0.1,0,4010000,0.9835098524639736,0.7959341901338326,0.013167194444444443
M5_AR1,0.1,1,4010001,1.0188033486849761,0.7942004342884735,0.011089
M5_AR1,0.1,2,4010002,1.0001859791057672,0.7969392540463796,0.011397111111111111
M5_AR1,0.1,3,4010003,1.0106402875618863,0.7930336717794523,0.009057194444444444
M5_AR1,0.1,4,4010004,1.0121121682560563,0.7990752375089596,0.009618749999999999
M5_AR1,0.1,5,4010005,0.9971396812227082,0.7982331209565287,0.010337194444444444
M5_AR1,0.1,6,4010006,1.023558095540732,0.7998981881714696,0.011089
M5_AR1,0.1,7,4010007,0.9987730495334962,0.7940038871441373,0.01170275
M5_AR1,0.1,8,4010008,1.0164444956312764,0.7984833372538214,0.010344444444444444
M5_AR1,0.1,9,4010009,0.9885098336578362,0.7978160540274931,0.011089
M5_AR1,0.1,10,4010010,1.0068133912550654,0.7946883664682654,0.010943999999999999
M5_AR1,0.1,11,4010011,1.0076628483565069,0.7963442670955821,0.011867194444444444
M5_AR1,0.1,12,4010012,0.9875384641682577,0.7960002016582659,0.01418652777777778
M5_AR1,0.1,13,4010013,0.9914629148421272,0.797488516351176,0.008500527777777777
M5_AR1,0.1,14,4010014,1.0102881513082935,0.7970702447137266,0.011096527777777778
M5_AR1,0.1,15,4010015,0.9875731628734145,0.7978771212160429,0.009905861111111112
M5_AR1,0.1,16,4010016,1.0071449913161459,0.7991447492413375,0.011096527777777778
M5_AR1,0.1,17,4010017,0.9960965573045008,0.7983836696225695,0.009057194444444444
M5_AR1,0.1,18,4010018,0.9874442632170195,0.7972692408264601,0.012516777777777776
M5_AR1,0.1,19,4010019,1.0175260872615552,0.7968913394434652,0.011697111111111111
M5_AR1,0.2,0,4020000,0.9981312562234993,0.8247474019310397,0.010160972222222222
M5_AR1,0.2,1,4020001,0.9996148030675032,0.8249397948165674,0.008372527777777777
M5_AR1,0.2,2,4020002,1.0045510353715437,0.8240782256800624,0.010051000000000001
M5_AR1,0.2,3,4020003,0.9801566568480234,0.8248105592534567,0.008240111111111111
M5_AR1,0.2,4,4020004,0.9555830545889455,0.822376991263739,0.008227194444444443
M5_AR1,0.2,5,4020005,0.9909102883860585,0.8265465680190076,0.009605861111111114
M5_AR1,0.2,6,4020006,1.000474879126453,0.8238825637188835,0.010479194444444444
M5_AR1,0.2,7,4020007,0.9919639372762925,0.8250622081273632,0.01122275
M5_AR1,0.2,8,4020008,0.9850787077924126,0.8269801207380987,0.011096527777777778
M5_AR1,0.2,9,4020009,1.0233263339080114,0.8240157863536353,0.012835861111111114
M5_AR1,0.2,10,4020010,0.9992955017232585,0.8244533194111114,0.010337194444444444
M5_AR1,0.2,11,4020011,0.978582983598248,0.8257116827706873,0.011404749999999998
M5_AR1,0.2,12,4020012,0.9783349154685712,0.8206477045602455,0.011552750000000002
M5_AR1,0.2,13,4020013,1.0424357245143239,0.8249870633700872,0.009898777777777775
M5_AR1,0.2,14,4020014,0.997686036921766,0.8228455543198857,0.012493638888888887
M5_AR1,0.2,15,4020015,0.9985173473458756,0.8225867624512322,0.012508749999999999
M5_AR1,0.2,16,4020016,1.0601378999321218,0.8223763216435648,0.011380527777777778
M5_AR1,0.2,17,4020017,0.9898637586865456,0.8216573446151381,0.009735444444444442
M5_AR1,0.2,18,4020018,0.9773224610368954,0.8250479870649949,0.009604750000000002
M5_AR1,0.2,19,4020019,1.01053078698154,0.8242608260205017,0.011072750000000001
M5_AR1,0.30000000000000004,0,4030000,1.0150954681931332,0.8591140373524345,0.010169861111111112
M5_AR1,0.30000000000000004,1,4030001,0.9925873091884656,0.8520569470170405,0.00809386111111111
M5_AR1,0.30000000000000004,2,4030002,0.9706588869902473,0.8558177718182767,0.009171111111111113
M5_AR1,0.30000000000000004,3,4030003,1.0073157447816972,0.8556384550030462,0.011220444444444446
M5_AR1,0.30000000000000004,4,4030004,1.0101573359642573,0.8598259935963789,0.007205111111111112
M5_AR1,0.30000000000000004,5,4030005,0.9663090646637369,0.8585465462792334,0.008623444444444447
M5_AR1,0.30000000000000004,6,4030006,0.991962654952702,0.855417455627368,0.011532527777777777
M5_AR1,0.30000000000000004,7,4030007,0.999040799772933,0.8565563018552839,0.009033194444444443
M5_AR1,0.30000000000000004,8,4030008,1.019020206284709,0.8572424074204448,0.011382777777777776
M5_AR1,0.30000000000000004,9,4030009,1.0250807230754566,0.855915357076855,0.009739999999999999
M5_AR1,0.30000000000000004,10,4030010,0.9639384634020887,0.8559503723931664,0.010917194444444445
M5_AR1,0.30000000000000004,11,4030011,1.02606581310401,0.8533929789821334,0.007579
M5_AR1,0.30000000000000004,12,4030012,1.014457455243102,0.853826552480069,0.011377111111111112
M5_AR1,0.30000000000000004,13,4030013,1.0238006650600076,0.8602274287373077,0.00875875
M5_AR1,0.30000000000000004,14,4030014,0.987256949427064,0.8529161455852503,0.012650000000000003
M5_AR1,0.30000000000000004,15,4030015,0.9813084065788149,0.8513097687962942,0.008766
M5_AR1,0.30000000000000004,16,4030016,0.9971367135256319,0.8548994178685584,0.010459194444444441
M5_AR1,0.30000000000000004,17,4030017,1.0363652160826504,0.8530258113797027,0.01153011111111111
M5_AR1,0.30000000000000004,18,4030018,0.9977690371917066,0.8565657712610282,0.008760111111111111
M5_AR1,0.30000000000000004,19,4030019,0.9924916533110087,0.8484311276703607,0.010466777777777776
M5_AR1,0.4,0,4040000,0.9886226782707319,0.8852604880146859,0.00771275
M5_AR1,0.4,1,4040001,0.9912959753218354,0.8928360660098807,0.009452527777777778
M5_AR1,0.4,2,4040002,0.9715258611756429,0.8913552107886059,0.010169194444444443
M5_AR1,0.4,3,4040003,0.9933364413854145,0.8910917633734473,0.009019416666666665
M5_AR1,0.4,4,4040004,1.0076058662732779,0.8907609146297338,0.009002527777777778
M5_AR1,0.4,5,4040005,1.0146983701851124,0.8931579734403092,0.010161555555555554
M5_AR1,0.4,6,4040006,1.0083694568314059,0.8925099428286499,0.010185999999999999
M5_AR1,0.4,7,4040007,0.9827961708054602,0.890422647600565,0.011537777777777779
M5_AR1,0.4,8,4040008,0.9956701185034323,0.8910881920438628,0.008632750000000002
M5_AR1,0.4,9,4040009,1.0284035284423476,0.8893656515697016,0.009739
M5_AR1,0.4,10,4040010,0.9939341054912171,0.8882645757475641,0.010463861111111111
M5_AR1,0.4,11,4040011,1.0243963358591146,0.8844692886878549,0.009459194444444444
M5_AR1,0.4,12,4040012,0.9995563229990769,0.890696449185692,0.01032275
M5_AR1,0.4,13,4040013,1.007699054235417,0.8896409494172354,0.009314750000000002
M5_AR1,0.4,14,4040014,0.9848230904237766,0.8895487662494957,0.010917194444444445
M5_AR1,0.4,15,4040015,0.9940038747307658,0.8951495985454052,0.011358083333333333
M5_AR1,0.4,16,4040016,0.9735531691380519,0.8872587352379238,0.011061638888888888
M5_AR1,0.4,17,4040017,1.0088562296368677,0.8932199669958123,0.009720666666666666
M5_AR1,0.4,18,4040018,1.039946124850358,0.8934881656071334,0.01216052777777778
M5_AR1,0.4,19,4040019,1.0162626870814562,0.892041811683735,0.009882777777777777
M5_AR1,0.5,0,4050000,1.0175733466924979,0.9348547304474638,0.012024749999999997
M5_AR1,0.5,1,4050001,0.9741283284436805,0.9358000404530874,0.009199444444444444
M5_AR1,0.5,2,4050002,1.028663944653975,0.9334637926861438,0.008764555555555557
M5_AR1,0.5,3,4050003,0.9963511833390872,0.9295130913548233,0.009303222222222223
M5_AR1,0.5,4,4050004,1.0106247138896733,0.933897180546124,0.009444749999999998
M5_AR1,0.5,5,4050005,0.986666948437313,0.932578293009225,0.008630305555555558
M5_AR1,0.5,6,4050006,1.0037531300066085,0.9306798163020407,0.007216111111111112
M5_AR1,0.5,7,4050007,1.0401366715789635,0.9357233536040447,0.00891586111111111
M5_AR1,0.5,8,4050008,1.0030931717742928,0.9327215076237922,0.010210305555555554
M5_AR1,0.5,9,4050009,1.0072600663929467,0.9328668927258594,0.009744888888888888
M5_AR1,0.5,10,4050010,1.0110809007609454,0.9273853131293379,0.008096222222222223
M5_AR1,0.5,11,4050011,1.0167413090975617,0.932537362279925,0.007856972222222222
M5_AR1,0.5,12,4050012,1.0026322911201822,0.9326184601175338,0.00814
M5_AR1,0.5,13,4050013,0.9818708659914825,0.9354866247253352,0.00919677777777778
M5_AR1,0.5,14,4050014,0.9862872686942611,0.9332987747768663,0.011366527777777777
M5_AR1,0.5,15,4050015,1.0336396632510696,0.9338191422668524,0.01075288888888889
M5_AR1,0.5,16,4050016,1.0333905810806914,0.9300620232909201,0.010907777777777777
M5_AR1,0.5,17,4050017,1.0100274857190426,0.9337117234564423,0.008780111111111112
M5_AR1,0.5,18,4050018,0.9813659798739213,0.9369731095863957,0.009170444444444445
M5_AR1,0.5,19,4050019,1.0045325202331483,0.9328229525821071,0.008978305555555555
M5_AR1,0.6000000000000001,0,4060000,1.0240646537246128,0.9861000220667273,0.008153888888888888
M5_AR1,0.6000000000000001,1,4060001,1.025314110329103,0.9883932716322991,0.009215444444444443
M5_AR1,0.6000000000000001,2,4060002,0.9658458380278921,0.9807391065028457,0.008222749999999997
M5_AR1,0.6000000000000001,3,4060003,1.0147954188928097,0.9860337998466381,0.007812750000000002
M5_AR1,0.6000000000000001,4,4060004,0.9855859287555875,0.9852290424302361,0.00961
M5_AR1,0.6000000000000001,5,4060005,1.0277828913668468,0.9848588004379104,0.00785586111111111
M5_AR1,0.6000000000000001,6,4060006,0.9779860764420294,0.9843100638965346,0.008512222222222223
M5_AR1,0.6000000000000001,7,4060007,1.0054334947295822,0.9920861918200455,0.009854
M5_AR1,0.6000000000000001,8,4060008,1.0259319867847698,0.9853433175578956,0.008273222222222223
M5_AR1,0.6000000000000001,9,4060009,1.0191872905688077,0.9844136731841956,0.010237194444444443
M5_AR1,0.6000000000000001,10,4060010,1.0602933032353499,0.9879705416013171,0.009911555555555555
M5_AR1,0.6000000000000001,11,4060011,0.9931592705879262,0.9833084947217734,0.008912527777777778
M5_AR1,0.6000000000000001,12,4060012,0.9593575004483863,0.9853551843634863,0.008691777777777776
M5_AR1,0.6000000000000001,13,4060013,1.0193746171476512,0.9906351311032735,0.009500305555555555
M5_AR1,0.6000000000000001,14,4060014,1.0374397435446263,0.987567545485371,0.010735666666666668
M5_AR1,0.6000000000000001,15,4060015,0.9579001785597995,0.9901447378237185,0.009471638888888889
M5_AR1,0.6000000000000001,16,4060016,1.0359928121046313,0.9895419370840227,0.008990305555555557
M5_AR1,0.6000000000000001,17,4060017,0.9631533596796871,0.9862239091403129,0.010096083333333335
M5_AR1,0.6000000000000001,18,4060018,1.0061245710034172,0.9872239592554469,0.009066972222222223
M5_AR1,0.6000000000000001,19,4060019,1.0088164385618064,0.9874915215798058,0.009214
M5_AR1,0.7000000000000001,0,4070000,0.9960601358659116,1.0584572688965768,0.009634750000000001
M5_AR1,0.7000000000000001,1,4070001,1.0260867717156148,1.0558778157949904,0.006601777777777778
M5_AR1,0.7000000000000001,2,4070002,1.0299358012440658,1.0566009662611517,0.007429
M5_AR1,0.7000000000000001,3,4070003,1.0225809884842914,1.0582943814119021,0.0060709722222222215
M5_AR1,0.7000000000000001,4,4070004,1.0313478263718359,1.0579173248680636,0.007332750000000001
M5_AR1,0.7000000000000001,5,4070005,1.0083317731317836,1.0559819843160203,0.008250305555555556
M5_AR1,0.7000000000000001,6,4070006,0.9704511601468071,1.0521269853549047,0.00900711111111111
M5_AR1,0.7000000000000001,7,4070007,1.009074336536047,1.055369756239016,0.00784386111111111
M5_AR1,0.7000000000000001,8,4070008,1.0107084032590106,1.0477761584918794,0.010755999999999998
M5_AR1,0.7000000000000001,9,4070009,0.9833521084608539,1.0589112955181847,0.00823363888888889
M5_AR1,0.7000000000000001,10,4070010,1.0200386758968119,1.0605249828721621,0.009802527777777778
M5_AR1,0.7000000000000001,11,4070011,1.043944289534683,1.0581494975096857,0.007069999999999998
M5_AR1,0.7000000000000001,12,4070012,0.988078547069417,1.0552068929797607,0.009799416666666666
M5_AR1,0.7000000000000001,13,4070013,0.982235476702255,1.0575188657986203,0.009430527777777777
M5_AR1,0.7000000000000001,14,4070014,0.9694930310969564,1.0538343019203729,0.008879416666666667
M5_AR1,0.7000000000000001,15,4070015,0.9850183472429541,1.0600551550556228,0.006341777777777777
M5_AR1,0.7000000000000001,16,4070016,0.9868152690331735,1.0541631941971792,0.00798275
M5_AR1,0.7000000000000001,17,4070017,1.049114676975006,1.0589776701706226,0.008300527777777776
M5_AR1,0.7000000000000001,18,4070018,1.0123457160753144,1.0522088188035683,0.008599444444444446
M5_AR1,0.7000000000000001,19,4070019,0.9635704972269687,1.057136189549861,0.007332527777777778
M5_AR1,0.8,0,4080000,0.9914177847586705,1.1547276608586112,0.01005888888888889
M5_AR1,0.8,1,4080001,1.022877643270247,1.1533611346668484,0.006874749999999999
M5_AR1,0.8,2,4080002,0.9821765304621358,1.1539086914725967,0.00845475
M5_AR1,0.8,3,4080003,1.0168351830774134,1.1500890333674172,0.007943638888888889
M5_AR1,0.8,4,4080004,1.0219278513978927,1.159097954114319,0.008598333333333333
M5_AR1,0.8,5,4080005,1.008789070181107,1.1515978754443756,0.008660972222222223
M5_AR1,0.8,6,4080006,0.9804618138978598,1.1576696699870823,0.006124444444444444
M5_AR1,0.8,7,4080007,0.96408782625624,1.1552743913581742,0.007442750000000001
M5_AR1,0.8,8,4080008,1.0425908896320408,1.1549708352473667,0.008880527777777777
M5_AR1,0.8,9,4080009,0.9854554143105062,1.1477900231104992,0.006960527777777776
M5_AR1,0.8,10,4080010,0.9890725488099814,1.1477530721474893,0.006114305555555555
M5_AR1,0.8,11,4080011,0.9776000210721805,1.155081597446691,0.005928888888888889
M5_AR1,0.8,12,4080012,1.0204853087799868,1.1511459667270696,0.00815288888888889
M5_AR1,0.8,13,4080013,1.0361912003473632,1.149875119028149,0.00868677777777778
M5_AR1,0.8,14,4080014,0.9682925434976879,1.152039304270475,0.008721638888888888
M5_AR1,0.8,15,4080015,1.0113964221806473,1.1514864868021684,0.007832333333333334
M5_AR1,0.8,16,4080016,0.9799049640951558,1.151093992367261,0.006518305555555557
M5_AR1,0.8,17,4080017,1.0608535983057323,1.1512265719657448,0.006800111111111111
M5_AR1,0.8,18,4080018,0.9759023911673083,1.151410652095941,0.007024888888888888
M5_AR1,0.8,19,4080019,1.0500748770049069,1.1487398076570692,0.008151416666666668
M5_AR1,0.9,0,4090000,0.9754207002993122,1.3051437066009246,0.006763444444444445
M5_AR1,0.9,1,4090001,0.988759415631722,1.3008488281118602,0.006130111111111111
M5_AR1,0.9,2,4090002,1.1040169580375194,1.3002272099014078,0.007475444444444446
M5_AR1,0.9,3,4090003,0.9536641732985015,1.3056346130920398,0.005584555555555556
M5_AR1,0.9,4,4090004,1.0084258861016142,1.3014141007719255,0.006275416666666667
M5_AR1,0.9,5,4090005,0.9920571652483545,1.305542930471457,0.007141638888888889
M5_AR1,0.9,6,4090006,1.0334721075609337,1.3033832274507755,0.0050115555555555556
M5_AR1,0.9,7,4090007,1.024212908378919,1.301874612223466,0.007691416666666668
M5_AR1,0.9,8,4090008,0.9695878848728471,1.3134690798949171,0.0062345555555555566
M5_AR1,0.9,9,4090009,1.0258194693400977,1.2980985592165184,0.0063565555555555545
M5_AR1,0.9,10,4090010,1.024879016914138,1.2995788388243323,0.006343222222222222
M5_AR1,0.9,11,4090011,0.978597552277277,1.3077303022626645,0.006288083333333333
M5_AR1,0.9,12,4090012,0.9867894837730186,1.3143862312608117,0.006281555555555556
M5_AR1,0.9,13,4090013,0.9591847801347112,1.3087544655495928,0.00748586111111111
M5_AR1,0.9,14,4090014,1.052452629236598,1.3011135760416919,0.006552666666666665
M5_AR1,0.9,15,4090015,1.0147132358074176,1.2966379777624901,0.005684972222222222
M5_AR1,0.9,16,4090016,1.0026975107994205,1.3041943600552797,0.005869194444444444
M5_AR1,0.9,17,4090017,1.0212374529651442,1.3034770348418112,0.00654211111111111
M5_AR1,0.9,18,4090018,1.0071123408086322,1.3138448047284734,0.010142666666666666
M5_AR1,0.9,19,4090019,1.0186029127461576,1.3073316607135317,0.008473861111111113
